,Sentence,Label
5986,No entiendo la motivaera de los seniors si ni han empezado no es lo mismo llamar al diablo que verlo venir,negative
5987,followers #twitcam #hedicho,positive
5988,En la novela everyone got marry and shit,negative
5989,Quiero dips de la Hacienda,positive
5990,lol Algo asi Esque yo soy de amanesidas #Nocturnal #NightLife #MoreFun,positive
5991,Me mandaron a guardar el telefono en clase Se me olvidó que estaba en high school otra vez,neutral
5992,Lmao this bitch said abia k apostarle a todas las opsiones se la rifa haha,positive
5993,Dios que grandes sois Por que vivo Por y para mis Zombers smiling face with heart-eyes smiling face with heart-eyes red heart el eminem burlao español Ajaja,positive
5994,tu vacilas a Juliana verbalmente y a mi me buleas fisicamente Take your pick right,positive
5995,God yo las amabaaaaa,positive
5996,ahhh es q nunca usaría esta expresión perfect ty,positive
5997,AMERICAN UNIVERSITY CLASS of party popper confetti ball party popper mi meta blue heart red heart blue heart FELICIDADES ANDRE DRE PROUD OF YOU love youuu,positive
5998,Que nap mas ricooooo,positive
5999,de aduanas me dijo mi padre que ha tenido problemas con mexico y chile manda mail al correo de la tienda y te ayudará red heart,neutral
6000,si esto es preview del estamos bien fucking ready,positive
6001,CREO QUE ACABO DE EDITAR EL MEJOR VLOG DE TODA LA PUTA HISTORIA LO VERÉIS HOY A LAS SEIS AY DIO MÍO,neutral
6002,no paso de las pagina #helpme,negative
6003,Con Mis alumnas en Imagen Modeling by La Gatita #halloween,positive
6004,Sobrevivimos a los Parques ayer Hoy Pa Universal Island y Hard Rock,positive
6005,Sorry sin duda la mejor cancion de que opinais,positive
6006,#susangkomen #elvacilondelagatita #teamsbs,neutral
6007,Respuesta #TechTrivia B Se han vendido millones de los celulares Nokia en el mundo,neutral
6008,Beach time sun with face spiral shell spouting whale Bikinis y shorts ya de venta en nuestra tienda ON SALE Visitanos #Salhuaclothing,positive
6009,Malditas Slytherins me voy a mi cocina a comerme ese bizcocho Y NO COMPARTIRÉ,positive
6010,Brava vs fifa vs calculo vs netflix vs sleep,neutral
6011,#Quote #ElVacilondelaGatita,positive
6012,asi es el macho lol,positive
6013,Weekend largo weekend de despejar la mente full,positive
6014,Permiso si los chichos se te salen no puedes usar el crop top,negative
6015,Foto foto Feliz cumple Pato Una noche increible love u,positive
6016,a los jugadores de la #NBA le deben dar un Óscar Q clase show hacen cuando se caen,neutral
6017,Reality check ya Mari está haciendo la invitación del baby shower,positive
6018,Más guapa para esta navidad imposible Hoy OPEN urdesa circunvalación sur y guayacanes #allyouneedisecuador,negative
6019,Las cosas se superan Maybe you should try it,positive
6020,Buuuenos diiazzz beaming face with smiling eyes beaming face with smiling eyes Zombers hora de salir de las tumbazz skull smiling face with smiling eyes,positive
6021,ya mi mente esta en spring break,neutral
6022,El look de es de vestido de Elie Saab y joyas de Elena Jiménez,positive
6023,Pedro stop we are at escuela shut up and kiss me Maria Jose,positive
6024,Jamas me habían tomado tantos screenshots como hoy JAJAJAJA,positive
6025,Dios Santo Si ustedes mis oyentes me siguen consintiendo y llevándome gustosos al show,positive
6026,Good Morning #Elvacilondelagatita,positive
6027,lmao ya Lo Savia Cual Sike Ni que nada,neutral
6028,tq baby,positive
6029,The idea of religion perse is so misunderstood and corrupted,neutral
6030,Retweet si encuentras los errores,negative
6031,Mano tengo tanta gente linda en mi vida Los quiero mucho sparkling heart HAPPY THANKSGIVING,negative
6032,Me siento como un diabetico en una tienda llena de dulces Omg estoy trabajando en el almacen de zapatos de damas,positive
6033,No no nooooooooo No estoy ready para que Grey 's me rompa el corazon una vez mas,positive
6034,grinning squinting face MEJOR DIA SENIOR POR AHORA grinning squinting face,positive
6035,If you do n't care for me I do n't care for you punto y se acabo palabras de la wise yo te amo yolita,negative
6036,Mientras me escriben poemas de amor yo visto blusas románticas #romanticlook velvet blouse #allyouneedisecuador,positive
6037,también aunque me hace falta algo como si no fuera solo barato jeje no he podido encontrar la palabra barato y cursi jaja TY,positive
6038,JAJAJAJAJA high voltage Barbershop betrayal A story by,positive
6039,honeybee honeybee honeybee She is dead al menos,positive
6040,one direction sin zayn no es lo mismo,negative
6041,jajajajajajajajaja or else I 'll get mad at you,positive
6042,El Mongolian Beef de PF Changs es lo mejor que existe,positive
6043,up to now me suena muy raro le voy a preguntar a Lisa y te contesto con seguridad me suena up to date up until now Be back,neutral
6044,you do n't bachata are n't you Spanish,neutral
6045,them hoes garbage era pa despistar,neutral
6046,Para mí #hulksmash,positive
6047,A Life full of success #thetruth #laneta #asiomasclaro starts with the simple things Happy Friday,positive
6048,Estoy viendo en la tv Batman Begins y se me ha venido a la imagen el nuevo videoclip de me encanta os lo reco,positive
6049,Tengo que hacer un lab de fisica But ma bed tired face and the weather plus no tengo ganas tired face tired face tired face tired face #help,neutral
6050,tweets de justicia del caso tweets de comentarios fuera de lugar y tweets de la gente que se queja de ambos,positive
6051,Se acaba de ir y ya lo estoy echando de menos brother vuelve a casa por navidad grinning face with sweat grinning face with smiling eyes,positive
6052,haha literaaal Por lo menos me hizo reir face with tears of joy face with tears of joy,positive
6053,Twitter Party ready to start #LOSDOMIRRIQUENOS,positive
6054,El primer date no puede ser en un cine tiene que ser en un lugar donde se sienten hablar tranquilos pa conocer uno del otro,positive
6055,NECESITO un roadtrip,positive
6056,Muchas felicidades al mejor esposo ever en su birthday cake musical notes party popper face blowing a kiss backhand index pointing right skull Te amo mucho #party #felicidades #love,positive
6057,Ya bailo casi como I feel you in the kokoro nigga squinting face with tongue squinting face with tongue,neutral
6058,vivo en un constante sigh,negative
6059,In need de ti,positive
6060,Lundy fucking Debra ahh perroo,negative
6061,panty panty panty pa pa panty,positive
6062,ASI o Mas galan look para concierto acuatico #elcantautorromanticoenac ústico,positive
6063,mi alter ego jajajajaja ughh i feel like you arent gonna let this one go,positive
6064,A ver al con mi esposo Party hasta bajo El party comeno en casa,positive
6065,yes But uuuuu pa k se pasen los años lol nombreeee hahaha,positive
6066,mi abuela llorando porque le dije que me voy I 'm dying,negative
6067,Has el tag del gamer eso seria Épico con E mayuscula,neutral
6068,leelo porfavorssshh red heart sparkling heart #zombers,positive
6069,I think only my fellow Houston followers would understand my last tuit,neutral
6070,Ya ready con la TShirt Boost Mobile El Zol Beach House Party #ElVacilondelaGatita,positive
6071,no tengo idea de dónde es eso pero no me digas que va y te violan hahahaha,negative
6072,Seguimos Trabajando Ahora en la Presentación Oficial de las Alumnas de Imagen Modeling by La Gatita,positive
6073,Instructions not included me mato:'(,neutral
6074,Me endiabla buscar una cancion en soundcloud y que me salga un cover de otro pendejo ahí,positive
6075,Behind his/her back Hablar de alguien a sus espaldas She was talking bad about her behind her back,negative
6076,Mi #look hoy en #SLS #vestido #burberry #styling I love it,positive
6077,Jurau que mi par t-t ime perfecto sería de babysitter o trabajar en un pet shop,positive
6078,eso descansa que no te quiero ver la cara de zombie feo esa que tienes,neutral
6079,No puedo cambiar lo que pasó pero I 'm sure as hell que me puedo reír cc de ello,neutral
6080,Digamos que la hora de publicación del video depende de vosotros Zombers A cuantos podemos llegar Vamos,positive
6081,Eeeesteeee guey just called me to tell me comimos conejos y aguilas,neutral
6082,le hace mas daño que bien a los lakers El se va y el salary cap disponible esta inmenso pa q busquen buenos jugadores y ganen,positive
6083,make a good impression on my family Especially My Niece She 's a tough munchkin She 'd probably tell her Tia Samanta bout the other Hoe lol,positive
6084,The new nismo is firme #nismo,neutral
6085,Quien se echa una bedtime story,positive
6086,Escuchar musica de videojuegos y sentir que vuelvo a la vida y que todo lo malo se va red heart RAP red heart,positive
6087,Este weekend tengo class bonding este weekend muero de felicidad woman dancing medium skin tone smiling face with heart-eyes,positive
6088,Esta perrita apareció en mi terraza el de dic en Toa Baja Please para encontrar su dueño,positive
6089,sana sana colita de rana si no sana hoy sanara mañana hope you feel better soon presh,positive
6090,nena si Fue a la primera q vino We set the bar very high para las otras tiendas Suerte ahí,positive
6091,Cmo me gustaria que kronno se isiera un canal de gameplays,neutral
6092,se que soy unas horas de mas el pasatiempo que tanto te divierte,positive
6093,Aver si no te hecho la sal lol oops,negative
6094,ni a mí pero still It means christmaaaas,neutral
6095,Todo se trata de una buena elección Mujeres la noche nos espera #salhuaclothing,positive
6096,jajajajajajjaa mandale un email a Shakira,positive
6097,Pero y estos enfermeros nuevos con esos scrubs tan pegados smiling face with heart-eyes smiling face with heart-eyes smiling face with heart-eyes,positive
6098,buajajajj love you to prima looks like my job here is done lol,positive
6099,Miami Bash Se abre una nueva sección a dólares Corre y compra tus entradas al evento que,positive
6100,Cocktail #ExpoColombia,positive
6101,CUAL TE GANAS DE COMER AHORA MISMO #DOUGHNUTS #COOKIES #ICECREAM #CHOCOLATE,neutral
6102,Relax en la Beach con,positive
6103,alguien tiene un coat que me pueda prestar,positive
6104,Sin duda alguna el es el juego con mas bugs de la historia Ajajajja,positive
6105,Si usas el Univision Conecta App esta podrías ser tú No seriously you could be the judge,neutral
6106,Another great group styled by #queorgullo by Comienza una gran semana,positive
6107,Estoy preparando una canción titulada Zombie Girl porque si hay algo mejor que una chica Gamer es una chica Zomber smiling face with heart-eyes smiling face with heart-eyes,positive
6108,El cabron ni se movio obviamente van a meter goal,negative
6109,Bañarse con agua congelá después de un workout es demasiado placentero,positive
6110,I mean I got this hidden agenda that you provoking musical notes,neutral
6111,eso me tienta pero no se I havent done shiiitt jajajaj,negative
6112,Ideas for Men layering for winter #winter #menstyle #fashion Utilize vestir en capas para estar,positive
6113,Smug Engreído/Petulante The villain had a smug grin on his face,negative
6114,Mi familia los espero temprano mañana en Westland Mall Hialeah para Ponte en Forma con La Gatita,positive
6115,No more tequila Tuesday for me,negative
6116,Me dio tanta pena por él Ojala y el #Islamophobia se acabe He was just a kid que queria mostrar sus inventos,negative
6117,Bueno pues mi cel sobrevivio una caida en el toilet flexed biceps face with tears of joy,neutral
6118,Pequeño relax de MeloMore para retomarlo con EL ULTRA VIAJAZO Más de un mes fuera de casa que vamos a estar smiling face with heart-eyes,neutral
6119,Este weekend que viene OK hand bien readyyy,positive
6120,MAS QUE READY PA VER A NUESTRO MACHOO,positive
6121,Nutella Stuffed Churro French Toast,positive
6122,mis text no se esta mandando ugh,neutral
6123,Gracias por todos los coments Son todos buenos me alegra que os guste red heart FNAF VS MINECRAFT KRONNO ZARCORT,positive
6124,Delicioso Dunkin Donuts América se mueve con Dunkin,neutral
6125,Lebron si dejas de trash talk por darle un tapon a alguien mas pequeño y te pones a jugar pues quizas hagas algo util,positive
6126,That ’ll do it Es suficiente Person Is there any more work that needs to be done Person No that ’ll do it,positive
6127,Blanca Soto Ninel Conde y Pamela Silva en los Latin GRAMMYs #styling #stulist #myjob #fashion #trends,neutral
6128,ya estoy acostumbrado face with tears of joy,positive
6129,Mami me hizo frappè person gesturing OK medium-light skin tone,positive
6130,si mano Estas en ley Yo iré a las or so a coger los labs y regreso a dormir face with tears of joy,positive
6131,YA GUEY YAA hurry tf up or ima kill everything to myself pinche cagon tardoso vale verga,negative
6132,Necesito shots de tequila y despues partirte la cara oncoming fist medium-light skin tone,negative
6133,I saw your text But I correctly do n't have signal Como estas beautiful #corny #lame #thatsme hhaha,negative
6134,Mannn tienes que engordar al menos Voy a ti Jajaja,neutral
6135,El que hizo mi especial red heart love you baby,positive
6136,por tu clutch,neutral
6137,Más cerca de tí Estaremos en Costalmar shopping vía a la costa y de septiembre,positive
6138,Esperando a tus niñas este sábado en Imagen Modeling by La Gatita Nuevos cursos regístrate en,positive
6139,Si Eres De Guanajuato say no more ya me caistes bien red heart,positive
6140,Gracias por tu comentario de verdad valoro mucho q te tomes el tiempo Aquí seguimos trabajando espero q les ayude MUCHO,negative
6141,Ese feeling que sientes cuando te levantas por la noche chequeas el reloj y te quedan pal de horitas para dormir OK hand,positive
6142,Get a feel of Tener una mejor idea I ’m going to do my internship so I can get a better feel of the kind of career I ’m getting into,positive
6143,EL MAESTRO MUTENROCHI Quake Craft EP Minecraft vía,positive
6144,Necesito ZombiFavs y ZomberRetuits Donde Están Los INFECTADOS multiply multiply,neutral
6145,Nunca me arrepiento de lo k ago aun k aya sido un error at the end of the day its what I wanted,positive
6146,Gracias como siempre por el apoyo y los hermosos vestidos #fashion #trendy #sexy #style,positive
6147,Como lo pudiste lograr olvidarme despues de un dia,negative
6148,QUE HOY CUMPLE ESTA NIÑA confetti ball party popper confetti ball party popper confetti ball GRACIAS POR TANTO QUE LA PASES DE MARAVILLASSS HOY Y SIEMPRE I LOVE YOUUU BABY heart decoration,positive
6149,ha naw ni k me llamara yolli lol jk donde anda la tokaya Creo k ya le pegan verda,positive
6150,Ya estrena este de junio en las salas de cine #findingdory Dory #elvacilondelagatita,neutral
6151,De reggaeton a Pablo Alborán y Pedro Capó real quick,positive
6152,Día sin vlog de Melo he conocido a gente simpática dicen ser mi familia,positive
6153,lmao enserio all that chronic they got over there you could make wax lmao I 'm pretty sure you could take the edibles haha,neutral
6154,La respuesta de #TechTrivia es A Tu teléfono móvil es más poderoso que las PCs que enviaron astronautas a la luna,positive
6155,The world just away when you kiss me musical notes kiss mark Chrochet vine blouse Disponible en SALHUA #allyouneedisecuador #blouse,positive
6156,Hablemos de lo rico que fue ese nap de horas growing heart,neutral
6157,Me ha gustado un vídeo de de BATMAN ARKHAM KNIGHT EPIC RAP KRONNO ZOMBER Videoclip,positive
6158,Blink of an eye En un abrir y cerrar de ojos no es in an open and close the eyes I saw her but in the blink of an eye she was gone,positive
6159,Que se vaya la luz mientras te estas bañando estar home alone y no tener el celular ni un flashlight cerca,neutral
6160,Half a million Rise of the Tomb Raider RAP PLAY KRONNO ZOMBER vía,positive
6161,CARRERAS EN LA LAVA DUELOS ÉPICOS Minecraft vía,positive
6162,St Maarten Gracias por los #painkillers son únicos,positive
6163,te ha faltado matar a un pato pero si eres el mas peligroso del mundo city,neutral
6164,Las mejores #urbanvibes para esta mañana #Gye #runway #colecci ón,positive
6165,let 's go Sunday,positive
6166,Sin ti me siendo fustrado porque no te tengo aki I swear that song never get old,neutral
6167,Corre y No dejes que te lo cuente Se Parte de la Historia #AlexSensationMiamiBash Tickets,positive
6168,Ponte en Forma con La Gatita este Domingo en Westland Mall,positive
6169,#datenight salidita de noche con mi amorcito #feliz #happy #happytimes #inlove #winter #wintertime,positive
6170,Un saludo a la mejor estilista follow her shes amazing,positive
6171,dale Like y se parte del Fan Page kiss mark #Miami,positive
6172,Bella con Un look original y vanguardista en #MQB Actitud personalidad Pelo,positive
6173,ok que tiene de fresita,positive
6174,Los de babe sparkling heart,positive
6175,Confía en tus instintos #quote #elvacilondelaGatita,neutral
6176,tienes tiempo para comentar en mis tweets pero no para llamarme Ok ok,neutral
6177,So far so good Hasta aquí todo bien I ’ve already made all the reservations and packed all the bags so far so good,positive
6178,Jejeje je es muy tarde para tanta energía Lol,positive
6179,Escuachar su voz por la mañana siempre me pone de buen humor,positive
6180,La Gran Angela fisher Maquillando a Para su seccion de fotos de imagenmagazines #hialeah,positive
6181,never been to a bonfire I prefer carne asada jajaja,positive
6182,La La Na Na Na Na Na Do n't trip asi se va,neutral
6183,Mi locker room Jajajaja esta cabron,positive
6184,Ya me has alegrado el finde de estudio heart with arrow,positive
6185,A dormir oh sí burbujita 's voice,positive
6186,Never give Up raising hands light skin tone Blusa Disponible para envíos tiempo de envío llega al día siguiente,neutral
6187,Itzayana is my niña travieza heart suit,positive
6188,Nota yo escojo las palabras q les paso para asegurarme q es inglés cotidiano contraté a varios estudiantes de U para q hagan las frases,neutral
6189,Lavar ropa para mi vecina es como respirar todos los días y todo el tiempo Coge un break amiga es domingo,neutral
6190,Borussia has about six players out on injury ora este,negative
6191,Bout to serve myself some food and knock out,positive
6192,Take that back Retractarse I ’m sorry I said you were ugly and stupid I should probably take that back,positive
6193,Fucking misas de graduación,negative
6194,yea i do and thanks fot everything pero no lo quiero enfadar lol,negative
6195,Brutal Me alegro #GoldenStateWarriors de seguro llorando en el locker ni el mejor jugador del mundo pudo #usuck #LeBron,positive
6196,My favourite hour of the day is o clock n u moaning,neutral
6197,Sii Omg q fuerte Claro solo dijo como palabrAs pero omg,positive
6198,jajajajaj diaaa 'lo no es que esta suerte está cabrona,positive
6199,hahaha no está bien El que sabe sabe Hay que ser prudente Si sigo se me sale lo de cafre y asi no se puede face with tears of joy,positive
6200,La vida es mejor cuando la llenas de colores #salhuaclothing,positive
6201,Me levante más cansada de lo que estaba antes del nap,neutral
6202,jajajaaja ugh not racist im white/black/ginger im fucking multicultural U a hoe but a funny hoe at that jajajajajaja,positive
6203,Quien quiere jugar béisbol #elvacilondelagatita #halloween,neutral
6204,Que día mas perfecto para un roadtrip,positive
6205,Imagen Modeling by La Gatita de años en adelante #KidsModel #chikmodel Nuevos cursos de,negative
6206,No te quieres quedar sin tu prendas favoritas de SALHUA escribenos al y has tu pedido A partir de piezas el envío es GRATIS,positive
6207,true true okay is a tie between 3msc tengo ganas de ti and amar te duele jahaja,positive
6208,please I follow me #indisgust,neutral
6209,Cada cosa k nos paso I swear,neutral
6210,encima diciendo que VA A SER INCREÍBLE VAMOS A CREAR UNA COMUNIDAD GLOBAL pls,positive
6211,Gracias honey Love U,positive
6212,Lo que me dices always Y siempre tienes razón jajajajaja te amo,positive
6213,Mis Alumnas Imagen Modeling by La Gatita Registralas en,neutral
6214,Cuando haces las cosas con puro amor da igual lo que digan los haters #ThedivisionRAP,neutral
6215,Pero pero yo no dije que es un big deal solo que cumplo años mano,negative
6216,Ya estamos aqui #LaCovacha #HappyHour Nw Calle SweetWater,positive
6217,ouch i was joking hun jaja,neutral
6218,Le digo a papi que lea mi term paper y quiere que arregle todo Sike,negative
6219,No estoy acostumbrado a mi mama tener relationship problems Too used to her being single I guess,negative
6220,Haute tea #fundraisers #saintregishotel makylo mabzie #hats #fashion gracias Maks,positive
6221,Las Rivales mas fuertes de PR #MissUniverse,positive
6222,Si estamos en el eye contact regalame una sonrisa puñeta,neutral
6223,Les gustó el primer show de No se olviden de descargar la app Univison Conecta para participar mañana,neutral
6224,Es cierto las mejores amistades las crean los deportes y nosotras somos prueba de eso Happy birthday te amoooo face blowing a kiss,positive
6225,grax beibi,neutral
6226,Va a merecer muchísimo la pena la espera para infamous ya veréis zombers,positive
6227,lol gotta help out la cunis lol,positive
6228,Yo cuando gano cualquier tipo de juego en Minecraft,positive
6229,jajajaja ok,positive
6230,Conductores hacen video chats y selfies tras el volante,negative
6231,envelope with arrow Envíos Free envelope with arrow X prendas o más A todo el Ecuador Tus pedidos los recibimos al mobile phone with arrow #salhuaclothing,neutral
6232,Mi día comenzó despertando con el amor kiss de mi vida Y ahora a bajar vagones y esta lloviendo umbrella with rain drops Merry Christmast Christmas tree,positive
6233,Es algo que vi en Nueva Zelanda Ahí están como hace años con el wifi Hay poco y se paga caro,negative
6234,Men style y este duo siempre a la Moda y bien guapos en Mis manos hacen mi trabajo facil,positive
6235,Pinche gente babosa,negative
6236,El vlog de hoy Estoy MUY enfadada,neutral
6237,El vlog de hoy pequeños cafés en el canal PRIMER DÍA EN AMSTERDAM,positive
6238,ty un abrazo para ti también saludos,positive
6239,Ready for tonight purse Dress Más #Glam que nunca #fashion #weekend te gusta Haz tu pedido whatsapp,positive
6240,nena estos días han estado nasty Entre a las vi tu llamada a las,negative
6241,jajajajajaja en shock me quedé hoy que vas a hacer mañana study,positive
6242,No pero si fuera sido de ellas nos esperariamos hasta que varrieran el parking lot lol,neutral
6243,bellas Las extraño I loveee youu,positive
6244,sea notado lol smiling face,positive
6245,Muy bueno bro quiero ver eso en el TOP smiling face victory hand light skin tone Respect,positive
6246,yo es que odiaría que me hicieran eso a mí so,negative
6247,Zombers hoy subo el mejor rap de mi canal hasta la fecha Espero que le deis cariño Han sido muchas noches sin dormir red heart smiling face with heart-eyes,positive
6248,#Repost with repostapp De gala para los #latingrammy OK hand medium-light skin tone gracias y,neutral
6249,Ok pues bye,negative
6250,El vlog de hoy pequeños vinos calientes MAMI MELO PARTE DOS,positive
6251,Mi Cruz Azul Gano a ultimo mimuto Marco Fabian blue heart Eso Mero,positive
6252,laying down watching tv haha wbu Quiero comer pero no me quiero levanter face savoring food,positive
6253,AHORA si nos vamos tranquilos baby Wooohooo,positive
6254,Shoutout a por prestarme,neutral
6255,esta cabron yo estaria bien encojonau face with tears of joy face with tears of joy exito ahi men se te extraña,positive
6256,Baby solo dime que si no te vas a arrepentir,positive
6257,that sucks Con el mega susto de que en cualquier momento te puedes quedar q horror No hay ninguna gasolinera donde estas,negative
6258,es una versión alpha,neutral
6259,SuNday fundaY OPEN TODAY HOY ABRIMOS a,positive
6260,by #recroon #fridaynightoutings sujeylee she 's the best via instareposts,positive
6261,Me huele que mi nap mañana va en la clase de Llenza,negative
6262,selfie de hoy gracias mi x el look Estaba sabrosa jaja si me ven de perfil nombre winking face thumbs up,positive
6263,Island life es snapchat mañana es en PR loudly crying face loudly crying face loudly crying face,positive
6264,GANAMOS PUÑETA #EquipoPUR #RoadToRio star red heart,positive
6265,EL SEÑOR DE LOS ANILLOS TNT RUN Minecraft vía,neutral
6266,Cartagena de Indias Colombia #elvacilondelagatita #trajedeba ño #sunblock #gafas pasando lista,positive
6267,Señores de tengo un AIFON y me va to mal #ILUSIONDESTRUIDAPutalaif,positive
6268,te crees dross TE CREES DROSS,negative
6269,Director de Star Wars hace soñar a los fanáticos Vamos a darles algo grandioso,positive
6270,Repartiendo unfollows a todos los ignorantes que se llenaron la boca de mierda cuando Mayagüez quedó segundo lugar,negative
6271,Unos cuantos años Kronno Me alegro que fueras tú jajaja Un saludo hermano,positive
6272,Moral of the story Moraleja Moral of the story I got lost so I could n’t make it to the party,negative
6273,Ya me caes bien pero me da risa lo sin vergüenza que eres face with tears of joy no chill,positive
6274,lol where did they go or I 'm never home alone loudly crying face #celoso,neutral
6275,#payday Lol #elvacilondelagatita,positive
6276,Close call Estuvo cerca se escaparon por un pelo We managed to find shelter last minute before the tornado came it was a close call,positive
6277,El vlog de hoy pequeños hombres al agua PELEA ÉPICA EN EL BARCO,positive
6278,The struggle de PC,neutral
6279,HAHHAA Parece el vomito de un perro bro Esto es lo que pasa cuando no está,negative
6280,Y en vez de llorar porque tu y tus panas se van a diferentes universidades asegura que mantengan comunicacion and all will be fine,positive
6281,A los que estéis twitteando #CivilWarKronno os podrá tocar hoy un disco El rap se subirá algo tarde Suerte beaming face with smiling eyes smiling face with heart-eyes,neutral
6282,Ponte en Forma Special Edition with The Town of Medley,positive
6283,there fhkn bomb huh Aun que sea comida pobre todavia me encantar lol haha do n't worry I still get results lolol smiling face,positive
6284,Aquí la música arrasa por horas con #DroidTurbo #LatinGRAMMY,positive
6285,Game on Aceptar una apuesta Person I bet you that the Longhorns will win the game Person Game on,positive
6286,but then tambien mu brother wrks early manana so tambien poreso ya ni dije nada,neutral
6287,Goal para este verano hacer mucho ejercicio y no beber alcohol,positive
6288,El officialpimentel O los Míos #ElvacilondellaGatita #MorningShow #miami,positive
6289,Las vistas ahora mismo desde el maravilloso e histórico Arctic Sunrise Tengo tantas cosas que contaros smiling face with heart-eyes passenger ship,positive
6290,El problema de yo ir al gym es que siempre salgo con ganas de comerme una combi china una tripleta un hamburger o mantecado smiling face with smiling eyes,positive
6291,Algunos de nuestros souvenirs de las islas Wooohooo,positive
6292,Comenzando nuestras vacaciones con un Snack de los Estaba súper rico como siempre,neutral
6293,jajajajajaa pendeja no le creas thats bullshit,positive
6294,Graciela you want me to fuck you enraged face enraged face enraged face enraged face face with tears of joy face with tears of joy face with tears of joy,negative
6295,los gifs ya se han pasado de moda aunque aún no nos hemos dado cuenta,positive
6296,Quién está en ocean,neutral
6297,Mi selfie de hoy gracias a mi por el look Estaba sabrosa hajaja si me ven de perfil nombre,neutral
6298,JUANAS PARA LA FINAL soccer ball flexed biceps Vamos por el ORO #RoadG üez,positive
6299,Mi carro es una combinación de jackets libros y botellas vacías,negative
6300,Y Yo Si Te Amo Chikiya del alma heart suit,positive
6301,Los naps me dejan desorienta,positive
6302,so yo una vez me compré una faldita azul y la he usado como veces el resto del tiempo la usan Gabiperex o saocopapi,neutral
6303,Not a problem,positive
6304,ahhh y la tuve q escuhar para poder entender y la obra es hermosa ya la adicioné a las cosas q escucho,positive
6305,#amoralamexicana #happyhalloween #mariachigirl #angieestilo,neutral
6306,Lunch with the fiancé Almuerzo con mi guerejo #miguerejoyyo,positive
6307,indice de calor para hoy estimado en los WTF,negative
6308,That 's why i always keep things to myself speak-no-evil monkey,negative
6309,Shonda Rhimes en otra vida fue un serial killer no hay break,negative
6310,My ginger #bonding daww jajaj,positive
6311,es una frase q yo uso sorry no la expliqué para decir q de verdad ellos no hablan rápido nosotros entrenamos el oído con audio,positive
6312,Mi mamita quiere Cocinar Ok Toda tuya la cocina Yes,negative
6313,si eso que acabáis de poner es un spoiler os voy a odiar forever loudly crying face,positive
6314,#miami #imagenMagazine en el Westland Mall,neutral
6315,#Painkiller en mano a comer con mi amado esposo Cada día es mejor contigo a mi lado de conocerte y te amo cada vez más,positive
6316,Me hubiera encantado que fuera mas gente la verdad pero no pasa nada vayan los que vayan lo pasaremos genial en honor a los Zombers,positive
6317,#nopostacabron,negative
6318,yeah jajajajaja,positive
6319,BEST GIFT EVER las amo smiling face with heart-eyes,positive
6320,Start from scratch Comenzar de nuevo I did n’t understand much can we start from scratch,negative
6321,Pues que lo siga mirando total yo soy la jeva de él Estas mujeres son más psychos face with tears of joy,positive
6322,Francia bombardeo al estado islamico y por que nadie esta fake praying por los inocentes que estan muriendo thinking face,negative
6323,probablemente sacaste anyways Eres tu cabron face with tears of joy,positive
6324,Una chulería -super nice -me haces reír,positive
6325,No offense but Actually yes offense intended,negative
6326,Dale like si has hecho esto en la Primera cita #elvacilondelaGatita #funny #temasdepareja,neutral
6327,Downgrade Bajar de categoría Some say he downgraded because he went from being a lawyer to being a cook,negative
6328,Uy si I can n't,positive
6329,uno de tu story,neutral
6330,well youuuu my fav too smiling face with horns smiling face with horns smiling face with horns smiling face with horns jajajajaja,positive
6331,Zombers Como se le pone un objeto de los que me han tocado en cajas en black ops,neutral
6332,Me encanta escuchar toddlers hablar y más cuando son de otros paises so fackin cute,positive
6333,PROMO person raising hand person gesturing OK light skin tone person getting massage medium skin tone hasta agotar stock Julietas #salhuaclothing,positive
6334,Lilas umbrella with rain drops #salhuaclothing,neutral
6335,Give that nigga a couple more cases and he 'll cure cancer,positive
6336,I 've been putting it off Aplazar I really have to fix my car I 've been putting it off for a while,negative
6337,Por si queréis votarme o votar a quien sea Up to you,positive
6338,Emi ahora es que viene lo bueno cuando te enchules vas a ver eeeeeeste thanks but no thanks,positive
6339,Hoy no hay vlog Lo he intentado pero no me da tiempo Mañana lo tenéis y os prometo que os va a gustar Hay momentazos grinning face with big eyes,positive
6340,Ponte en Forma en Sweetwater ver Las Fotos,negative
6341,Casi mil corazones me an adorado,positive
6342,MAÑANA SALE MI SINGLE PHANTOM LIMB,neutral
6343,Zombers Sin el señor no hubiera quedado tan genial el video de Zomber Girl Gracias por todo brocolo beaming face with smiling eyes,positive
6344,Pues acabo de conocer a en Bondi Beach y más simpático y agradable no puede ser Lo veréis en el vlog grinning face with big eyes,positive
6345,Mas noches como esta hot pepper woman dancing cocktail glass #LucyWhereUAt,positive
6346,Me conformo con k se bayan al azteca,positive
6347,cuando to esta planiau y mami me dice que no voy pa ningun lau,negative
6348,Para mis muchachos #sanvalentin Happy Fiesta #elvacilondelagatita,neutral
6349,Me encantan estas capturas del vlog de Melo red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart,positive
6350,Como me Cai bien Esa gente Porke they always have my back smiling face OK hand,positive
6351,Intento de foto típica bastante fail pero este es todo mi equipo para sacar el mejor material,negative
6352,Oh Dios El Loco en Full face with tears of joy face with tears of joy face with tears of joy Lol #elvacilondelagatita happy Friday,positive
