,Sentence,Label
1843, All Kerala mammooty fans anangill ADI ORU like,Neutral
1844, Aadhyam lalettante kude Lucifer...Ippo mammukayude koode ith....Rajuvettaaa,Positive
1845, Chechiuede mukham kandu like  cheythavar aroke ikka,Positive
1846, Poi chav Madura raja illalpo oruthnm thalla pokkula,Negative
1847,Ente prithvi anaa engalee polikumm ...romanjamm,Positive
1848,Sunny chechi ye Kanan vanahvar like adi,Neutral
1849,Maryaadhakku kudumbam nokki nadanna shammiye vattanaakkiyathu ival oruthiyaanu ivalkku angane thanne venam.shammi🤴evide kidakkunu aa colony Bobby‍🦱 evide kidakkunu,Neutral
1850,inni Kanji chodichu Arum varandaa....Assalu Biriyani thanne Thannittund.         Lucifer,Positive
1851, Swondham appane kandal adikunnavanmara ithinoke dislike adikunne. Adichondu avide irikathe ullu. Ivide ettanm pillerum stronga dbl strong,Negative
1852,Adipoli... Kidu kidu kidu... First day first show... #mammookka,Positive
1853,Haneef adeni pwolikkum  Maass trailer  Mommookkayude Face kanum yenn pradeekshichu  Sambavam marana maass aann,Positive
1854, Mammooka fans  ivide come  & like adii,Neutral
1855, Ikka uyir Akka Athukkum mele waiting for akka with ikkasunny,Positive
1856, Malayala cinemayude idhihasam mammookka happy birthday Mammookka,Positive
1857, #mammookka    aa peru m,Positive
1858, Ennthayalum Raja oru van vijayamakatteya. Ikkayudey athiya 150 kodi chitharam,Positive
1859, Kidukkachi  ...katta waiting 4 Pooram....vijil polichu,Positive
1860, First Veiwum Likum adikkan Ready Aayi nikkunathu Njan mathram aano🤘,Positive
1861,Ningalkk arkum arinjudatha oru karyam ee movie pulimurakan movieyuk connection onde,Neutral
1862, Ikka& unni fans onu urjathode pravarthichal 24 hour's kond 5 m adikka,Neutral
1863,Social blade 200 k like kazhinu,Neutral
1864, Malayaala sinimayil Mammuttikkaan etharathilulla kadhalaathram nannaayi cherunnath,Negative
1865, 2019 November I'll ith kanan vannavar undo,Neutral
1866,Madhuraraja and abrahaminte santhathikal .........vere level,Positive
1867, Aha aha nalla kidilan thalavettu,Neutral
1868, Mamaangam valiya hit akatte  Lalettan and Thalapathy Vijay fansinte Ellavidha supportum undavum 🤗🤗🤗,Positive
1869, Njaan aadym vichaariche punyalan 3 aanenaa,Neutral
1870, Kanji fans dis like adichu thakarkkunnudu,Negative
1871,Makale ith polikum ikkaaa love you,Positive
1872, Nalla oru film anuuu ellavarum poyi kanu....,Positive
1873,Ilaya thalapathy vijay fans from kerala... adi like!,Neutral
1874, 2013 drishyam 75 cr 2016 pulimurugan 150 cr 2019 Lucifer any guess???,Neutral
1875,Numma or nummade or nammande palakkad le Katha aanu,Neutral
1876,Kidilan trailer... All da best lalettan.  By a Mammukka fan...,Positive
1877, Uyante mone.......!!!!!! Ith eeeeth lookkaa mammootty ....... Vere level.....,Positive
1878,policinte kayilulla pottasu thokku kondu bheekaravadhikale kollan pattila athinu Nammude Pattaalam Thanne venam,Neutral
1879,1:56 Ee seen kand romancham vannavar  adichek,Positive
1880, No way man ikkaaaa next hit,Positive
1881, No words Pwolikkum waiting By DQ Fan,Positive
1882, Sudapikalkku kurupotti aa dislikes kanda . A Hollywood level work,Negative
1883, Narikal irangum munpe dislike adikkunno chettakale,Negative
1884, Endammooo . Kidukachi Item . Mohanlal Fans Like adich polichek,Positive
1885, im a katta lalettan fan....but ithu hit aaakanam..heavy,Positive
1886,Koora Trailer iyalkku ee pani nirthi pokkode,Negative
1887, 5 pravishyathil kooduthal thavana video kandavar like adi,Neutral
1888, Avasanam oru superman puchu ude  mamukka powlikum  kude madura rajayum,Positive
1889, Ikka Fans Like here  And Maranamass,Positive
1890, Nalla padam..... Ini trailer eppozha vara??? 🤔🤔Kathayum manassilayi Mammukayude entriyum kandu,Neutral
1891,300k kazhinju ini 4oo ill kanam,Neutral
1892, ithenthaanu like dislike koodi 173k.. views ippolm 172k..youtube adichu poyoo,Neutral
1893, Tovino machanzz oru rakshayumilla waiting for  kalkki,Positive
1894, E trailornu unlike adicha ella oolakalkum,Negative
1895, Lalettan annum innum ennum mollywood raja,Positive
1896, Ellaaa divasavum kaaannunnavarund avar like ady,Neutral
1897, heavy ennu paranja pora.. athukkum mele...,Positive
1898, Prithviraj Sukumaran,Positive
1899, Raja yude power kanichu kodukkande,Neutral
1900,Powli ikka,Positive
1901,16 k..  mammooty fans thayolikal dislike pooranmar,Negative
1902, Haters pani thodangind makkale.....sahikunnilla avrkithe kanditte..,Negative
1903, Enthanavo ee 256 windows kunjappanmar ....,Neutral
1904, Sunny chechinte song kelkkan waiting,Positive
1905, kandittum kandittum mathi aakunnilla,Positive
1906, Rajuvetta katta waiting for Lucifer,Positive
1907,Ikkante dialoge alla ethu ambilada sounda,Neutral
1908, Hambo ..Vere level ..Oru rakshayum illa,Positive
1909, Superb oru rakshyilla.... polli trailer,Positive
1910,E mohanlal and pdithvi  veendum kothippikkuanello,Positive
1911, rajuvettan lalletan hit kazingi ini rajuvettan mammoka hit rajuvettan ishtam🥰,Positive
1912, Lucifer ...Rajuvettan malayalcinemakku nalkan pokunna ponthuval .....Lalettann awaiting ....For your devil lucifer,Positive
1913, Raja 100 core kadakum ennu urappulavarke like adiche polikanulla button... Ikka,Positive
1914, Sathyam parayanallo trailer vijarichathra angudu kalangiyilla....nnalum all the best,Positive
1915,ankilinteyum parolinteyum parajayathinu shesham mammokkayude shakthamaya thirichu varavu,Positive
1916, Trending 1  #mamangam #mammookka,Positive
1917, Katt waiting far lalattan far lusifer,Positive
1918, Ntikkaa ingal age 67 aano atho......off myaarakam...ummmaaah,Positive
1919, Entammmoooo... Lalettaaannn fan here.......... Hnmmmmmm......  Ithu Pani aano???,Neutral
1920, #powlichu Laletta#,Positive
1921,nalla trailer  ini ennathina padam kanunne,Positive
1922, Pwolli item Mammukka Bgm Uff No words Katta waiting,Positive
1923,Padam kandit kidu aayi thoni trailer kaanunvr,Positive
1924, Polichu ikka suppar u r great,Positive
1925, Kidukachi ene parja pora athukum mele  tovi ichaya🤩🤩,Positive
1926, Cinemayil Nalla oru content undd ennu manasilayi E padam hit aakum,Positive
1927, Malayala cinemaye adakki barikkan ithaverunnu..... oru kolakolli item....,Positive
1928, Ith oru onnonnara item aayrikkum,Positive
1929, Idvere vere chilar parannadaaannn muruga nee theernnada ennn ..ini nangal mammookka fans sherikkum parayunnnu .....MURUGAAA ....NEE THEERNNADA .IKKA LOVE,Positive
1930, Kandittum kandittum mathivarunnilla ..entho oru magic trailer I'll und..appo filim ethanennu uhikan pattunilla,Positive
1931, aarum parayilla pirats of caribian parts allann,Neutral
1932, Naan thala kidayaathu thala arukkuravan ejjathi dialogue,Neutral
1933, Poraaaa.... oru ghummm aayilla .. korch car blast crowdd okke aavamaaayrnnu... producer paisa sherikyum irakkittilla🤦‍,Negative
1934, Ee Padam hitakkamo ennnariyilla   Pakshe ee Onam oru theatrill full cinemakkala,Neutral
1935, Engane unlike cheyyan thonnanu....ee kanikkunath Kerala police nte motham avasta aanu .....,Negative
1936,Padam pottum Ram fans munji.. sudapi teams  kuru pottum,Negative
1937, Entammo ikka powli powli ...heavy item,Positive
1938,Dislike adicha colani membersin ente namaskaram. Feeling pucham,Negative
1939, Chandhuvineyum pazhashiyekalum mukalil nilkan pokunna oru muthal.. chandrothe ee vellyamamma..,Positive
1940, Ennik mathram aano 200 cr clubil ee movie keerum enn thoniyath ?,Neutral
1941,Mamangam trailer kndit vannavar undo?  ettan,Neutral
1942, Ithu polichuuu ..   Tovinoo .. Broii .. I m also a ichayan of mii kalla kochu .. .,Positive
1943, Lalelattanum raju ettanaumulla oru film kure kalamayi aagrahichirunnu  athu nadannathilulla santhosham pinne parrayanundo🤩🤩🤩🤩🤩,Positive
1944, enthe ponno enna lookkada mmmde eattan,Positive
1945, oru moideenum  katinintavila odiyan vendi,Neutral
1946, 26K malaghamar dislike adichirikkunnu....Sahikkanjittanu vere onnumalla.....kashtam....dhaivathinte sontham nadu,Negative
1947, triler kanathe dislike cheyyunnavarkk ente prenamam yogikunnavar like,Neutral
1948,Promo video  ente ikka,Neutral
1949, Trailer I'll tannaayy full story uondu,Positive
1950, waiting  ganagandharvan mamankom sherlock bilal  enik vayya.... mass ka baapp,Positive
1951, Theatre baaki undayal mathiyarunu...ente laletaaaaa....ingal vere level aanu man,Positive
1952,1 view = 100 like 100 view = 10000 like 10000 view = 1000000 like,Neutral
1953, Ente ponno lalettan oru rekshaum illa  ഇടിക്കട്ട waiting,Positive
1954, Like ipozhe idaruthu trailer vanna shesham idam ee perunnalu mani sir kondpokim,Neutral
1955, Njan lalettanu katta fan aan..Pakshe idhile mamukkane Kanan vendi ee trailer etre pravisyam kandunu enik ariyila..Kidu...,Positive
1956, Viewers 16k like 85k ithengane 🤔,Neutral
1957,Dislike button adich kalikunaa tmzod pucham matram,Negative
1958, Lucifer onnil kooduthal thavana kandavar onnu like adikku ...,Neutral
1959, Mass mass pakka masss,Positive
1960, Mohan lal alla odiyan  ennariyavunna eathra pear und?,Neutral
1961, Dislike count kootan budhimuttuna chila aalukal,Negative
1962,Ikka uyire.... Malayalm cinema ude abhimanyam...... Mammukka Fans Like here,Positive
1963,Mangatholiii... Mattoru neerali avathirunaal mathi. Swam pongiyudae chandu pottu look kollaam..,Negative
1964, Lalettante katta fan aanu njan all the best laletta,Positive
1965, Ennikku aa 30 kollatte charithram ketta matiye....,Neutral
1966,Ekka trailer ethanel padham teatre pooraparambakkumallo.evdem kanum disliken marr,Negative
1967, Katta ikka Fan's okke onnu like adichu pokke...,Neutral
1968, 5 million  aakum ennu urappullavar like adik,Neutral
1969, Ee trailer Anu ippo most comments olla Malayalam trailer,Positive
1970, 1st day Pokum enn orapullevar mathram LIKE,Neutral
1971,Happy Birthday Mammookka  Katta ikka fans like adichu polikk,Positive
1972, Lal ettan fans evide adik likeadutha hit loading aann makkale,Positive
1973, I am കട്ട  waiting for ഒടിയൻ,Positive
1974, Laleta pattunna kadhapathram cheeyy ningalk charithra cinema sheriyaakoola Aa samayam 2 adipoli cinema cheyyan nok borayitund dialog,Negative
1975,first coment ..laletta love u...Raju Chetta love u....,Positive
1976, Padam kandit ittymaniyude trialer kannan vanavar uddoooo lalettan fans like theme adipoli,Neutral
1977, Keri vada makkale edh double strongum tripple strongm alla adhukum mele,Positive
1978,Jayettaaaa ente chunkkeee🥰 Sabu Chettan 🥰,Neutral
1979,Wow... Extraordinary trailer.. Eanna acting aanu ippolum njangada ikka.. Kode ninnavar palarum kali marannu tudangi ikka.. Muttanu.,Positive
1980, romanjification love you laletta ithu pwolikkum,Positive
1981, Trailer kandapol bahubali orthavar like adi,Neutral
1982,Come ondraaa mahasheeee.... Vegam iduuuu ...,Neutral
1983, Nairmare vendannu paranja Kallamark kanich koduk ...Nairmarude karuth...lalettan and prithivi...tholpikkanam ee electinu....,Negative
1984, Romaanja kanjuka kunjukamaay... The BOss Of MollYwooD....,Positive
1985, Aanoruthan thokkum pidich irangiya neerali alla Avante appan vare padikkum...alla pinne..ikka fans hit like,Negative
1986, Abraham Qureshi yanno udheshichee PWOLLICHU PWOLLICHU PWOLLICHU,Neutral
1987, Iyal malathile super staralla indiakarude muzhuvan stara,Positive
1988, Arokke 0:21 bigil first look kando,Neutral
1989, Lalettan fans undo?? Undengil oru like please,Neutral
1990, Adichu makkale... 10M.. Epozhm trailer kanunnavar undo??,Positive
1991, After 20 hr  3M viwe,Neutral
1992, Fans kaar.... Pls padathinu hype koottaruthu... Ithu oru sadharana cinema yanu... Dayavu cheythu nashippikkaruthu....,Neutral
1993, 17k dislike🤣...mamunnifans kurupotty  ..  Rajuvettan oru prasthanam aanu...,Negative
1994, Ente ponno ithreyum kathu irunne trailer vere illa ikka uyir,Positive
1995, Sho.... Naatil vechu padam kaanan pattilla ennu orkumbol....,Negative
1996, Njn ithil aru roll cheyunund namude ichayan polliyann  maranna mass,Positive
1997, FDFS locked ഒറ്റ പേര് Megastar Mamookka,Positive
1998, 10 million aakum ennurappullavar like adikkuka,Neutral
1999, Ikka         L V  U,Positive
2000, Lvl trailer Raju etta polich Odiyan ondakkiya chethapperu marum enn urappayi Good work,Positive
2001, Ithu vere level aane makkale.,Positive
2002, odiyan thulapichu myran V A Sree kumar kopan poda,Negative
2003, Uff poli... Mammookkede aaa ottam oru rekshayilla,Positive
2004,Dislike adichal Ella Shemalesnoodum 9noodum . 28nu theatre IL baaa pooram Kanam,Negative
2005,Dislik adichaver undo evide kudi onnu adichitt ponnea,Neutral
2006, Viswasam Pola irukkunu Adi poli congratulations,Positive
2007,Murivetta simhathintte shyasam garjanthekal bayankaramayirunnu Vannu vannu avan vannuikkaa love you,Positive
2008, No hope oru disaster manakunu,Negative
2009, Ee Saturday Padam  Kodi.  10 days = 100 crore,Neutral
2010, Trailer view 10 M aakan wait cheyuunvr like chyu..,Neutral
2011, Lalettan  nthaaa lukkkk Lalettan fans like me,Neutral
2012, Koora padam urappa kandal aryam.. Hello,Negative
2013,Katta waiting cheyunna alukal onn like adichee,Neutral
2014,Onnum parayanilla ennalum  oru rakshayam illa,Positive
2015, Pakaram vaikkan..ellatha prathibha....lal.... njan paranjathu sheriyalle...plse like,Positive
2016, Odiyante triler leak cheyyum ennu parayunnavarod.....ayyappante photo veettil undenkilum swamiye kanan ellavarum malaykku thanne pokum,Negative
2017, Appo lucifer  theernnu.lalettaa varunnathu RAAJAyaanu MEGA star MAMMOOTTYude MADHURARAAJA,Positive
2018, Mammukka fansnu like adikkan ulla nool,Neutral
2019, Adipoli.... Morning 180k likes ondarnath ipol 120k ollalo.... Entha ikkafanse ithu???!!!,Neutral
2020, Fb live kand net kalanjavar ivde like..,Neutral
2021, Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa,Positive
2022, Ee dislike addikunnvarode .....onnum paryaanilla.....naldukandal aghikarikaan padikk,Negative
2023, റിയൽ viewrs till 1.8 ano ഇപ്പൊ????,Neutral
2024, movie kandathinu shesham onum kudi trailer kanan vanaver like,Neutral
2025, Spr item rajuettan nalla making Lalettante karyam parayandallo,Positive
2026, Edhe adha padam edhe oru hendhi movie alla,Neutral
2027, Dislike adicha Ella achanillathavarkkum nadu viral pranamam,Negative
2028, Mammokkaye snehikunnavar Ivide like addi,Neutral
2029, Lallettaaaa pwlichu maranna massss triller .you are the only king in mollywood  Triller ishttapettavar like aaddikkaddaaa,Positive
2030,Pakka mass movieanagil evide oru like thero,Neutral
2031, Ikkakyu lalettan fans nte Aashamsaghal,Positive
2032, nenchinakathu nammude lalettan aneee,Positive
2033, sathyam parayalow kaNubol ente police traing kalam ormavarunu,Positive
2034, Katta waitinggg marana masss idhaaan makkale heroism🤩🤩🤩,Positive
2035, Mammookka fans like adikk pattumenkil ente channel subscribe cheyyuka,Neutral
2036, Luciferinte athrayum eatthilla ninte vatturaja pinna sunny chechie ullathu kondu kaanaaaam,Negative
2037,Pinneyum pinneyum trailer kaanan thoonnu enikke ningalkko?,Neutral
2038, Raja+ Murugan= Maduraraja Sambhavam kidukki  Waiting For re entry of mammookka,Positive
2039, Nettoran as Congress guy. 🤐.. kadha manasilayi .. linen taking place of gadhi ....,Neutral
2040, laletta na pole orale ullu malayalikalude ahagaramaya mohnlal,Positive
2041, Trailers isttapetta LALETTAN fans  adi,Positive
2042,Kidilan trailer vere level,Positive
2043, Aa pazhaya lalettane thirichu kittiyennu thonniyavar like,Neutral
2044, Njan oru a10 fan aanu but ithu kollaam...... nammade ikka poliyaanuu..... all the best......,Positive
2045,Unda enna peru kettapo,Positive
2046, Dislike chydha appa illaathavanmmaar bloody fools,Negative
2047, Katta waiting aliyoo njanga malayalikalkkum nddaa mass padangal,Positive
2048, 0:46   vere level scene,Positive
2049, Malayalathile kgf nrachi mari mandristanam ayi athe ullu,Neutral
2050, Ikka i lv uuuuu big screen kandolan waitinggggg,Positive
2051, njan nookumbol 17k views and 113k likes  Ikkade pillerude power like adikk. . . . (edited because of the increasing of likes),Neutral
2052, Surajettane kndappol ravanaprabhuvile varyar ammavane ormma vannavarundo,Neutral
2053, Ejjathi. Trailer..!! MAMMUKKAAAAA 🥰🥰 🥰 ...Padmakumar nigal vere level aanuu.,Positive
2054, Trailer kandavar thanne veendum kure kande treding il nilanirthan sremikunnu..ennal views keyarunnum ella..etheppo madhuraraja kke kittiya views polum ella,Neutral
2055, 6.3 dislike veru verupp athanne karanam,Negative
2056, Heavy,Positive
2057, Dislike adikaan vendi vannathaan pakshe ikka ee trailer kanditt dislike adikaan pattunnilla So ente vaka oru,Positive
2058, Dis like addichavark ende vaka naduviral namaskaram,Negative
2059, 30 pravashyathin melil kanda alkar ivide like,Neutral
2060,Movie ok aanu.    Entertaining movie,Positive
2061,malayalikalude rakthathil alinja peru...mamukaaa....ith polikkum..Mega Mass Movie from One and Only Megastar..,Positive
2062, Kochin haneefka valsalyam cinema eduthad pole onnil odukkanan prithvirajinte erpadengil Aradagar panhikkidum.,Neutral
2063, Peranbu ...Yatra ..raja ....ikka tripple strong aanu makkalae ....,Positive
2064, Ithaanu oru katta aarathakante cinema,Positive
2065, trailar mas  padam marana mas rajayum pillarum kali thudagi  pakalam,Positive
2066, ikkkayuda padayalikalk like adikkan ulla noolu,Positive
2067, Appazhe.. inni aa KGF tone kude kayattiyal KGF 2 aayi..,Neutral
2068, Ikkaaaaa. Ingale ennaa level aah. Ee prayathilum body... Muthane,Positive
2069,Annyayam not only a single mass political drama,Positive
2070, Model schl makkal indel like adik model da,Neutral
2071, Lattente dilog eshattam ullavar like here,Neutral
2072, FIRST LOOK POSTER VACH NJAN OOHICHADHINEEKKAAL..... “18 PADI” MUNNIL......,Neutral
2073, Prayam koodumthorum Actionum Pulimurugan pinnil avo?,Neutral
2074, Ee padam kand chirich pandaram adangi,Positive
2075, Padachooone....BGM..kett vaaa polich poyath njn mathram aaahno.?,Positive
2076, Ella frauds um koottathode undallo...naari dileep,Negative
2077,Entammo...polli kl8 kdavukalkku like adikaanulla nool,Positive
2078, AGE is A just number  pakka herooooo,Positive
2079, derik Abraham use cheyyunna car edaan,Neutral
2080,Mammokkaaaaa .. marana mass look ...kiduveey,Positive
2081, Mammoookkaaaa.... kidu mammookka irangiyappo pilleru sasi aayi..,Neutral
2082, Raja yude team oru like adiche,Neutral
2083, Dileep ettan fans like here,Neutral
2084, vere level trailer and bgm gopi sunder musical,Positive
2085, Etra Varsham Kayinnalum mammoka Ath or Haram aaan,Positive
2086, malayala cinema heightsukal keezhadakunnu... innevare ulla cinemakalil ninn vyathasthaamaayi chithreekarikunnu... Proud to us...,Positive
2087, 4k sangi polayadi dislike fucking sangi,Neutral
2088, laletta polliku full support annu,Positive
2089, trailer review ellavarum kand nokku,Neutral
2090, Njan oru Lalettan Fana Ennalum Enikk Teaser Ishtappettilla,Negative
2091, Mavoist inte appane vare kollum nammade ikka #LIKE BUTTON ADICHU PWOLIK IKKAK VENDI,Neutral
2092, Dislike adicha mahanmare cinema erangumbo kananam,Negative
2093,Lucifer le item dance video song erakkan patvo... Illa le,Neutral
2094,Maranamass trailer.....orupaad ishtamaayi.....Lalettan Prithvi combo pwolichadakkum....,Positive
2095, oru rakshayum illlla. orappicho muruga ninte mukalilekkk oru asuravithinte idivettu entry kathninnooo 100 crore club  adichaaaaaach,Positive
2096, njan oru ikka fanannengilum lalettan onnam polikatte,Positive
2097, Soubin നെ ishtappedunnavar like അടിച്ചു pottikk...,Neutral
2098,Hmm ippo ethum trending listil !!!,Neutral
2099, Ikka fan aanne  Ennalum parayuva kolakolli item,Positive
2100, Raja Returns  രോമാഞ്ജിഫിക്കേഷൻ,Neutral
2101, Lucifer trailer erangiya day million views vannapo sudappi makkal endho paranjarunnallo.ikkede trailer onnu vannottu ennu alle?ennittu bhayangara views ahnallo🤣🤣🤣,Negative
2102, Laletta inghal pande vera level aah...pande nenjil kond nadakunaathaa ente swantham lalettaneLub uh laletta,Positive
2103, Sambavam kidu ayandu..but pratheekshikkan pediya.. sherikkum pedichitta,Positive
2104, കുരു കുറെ എണ്ണത്തിനു പൊട്ടുനീണ്ടു  ...trailer upload avunathinu munbe thane 3k+ dislike ayiii....Ntha cheyale rodhanam,Negative
2105, Dislike myrolikalk ulla kandam Madhurayil orukkiyittund enn parayan paranju....,Negative
2106, Njan mathram aano sunny chechiyee kaanan vannath  Sunny chechi uyir,Positive
2107, Ithanu mamukka. Mammuka thirichu vannunn poyi parayedaaa. Lalettante level ipoooo,Neutral
2108,Evideyekeyo oru pulimurugan background thonniyavar like adi,Neutral
2109, enthinaannu allukal dislike adichu koottunnathu ennu enikku manassilaavunnillaa,Negative
2110, Katta pretheekshaaa....... Luv u alla ...,Positive
2111, Trailer repeat kandukondirikkan thonnum.. LALETTAN.. ISHTAM,Positive
2112, Nale keralthil box officinte maranam ayirikum....ikkanteyum pillarudayum vaka....,Neutral
2113, Nge...like kuranjo???..autolikes 3g.. anyway trailer heavy,Positive
2114, appo E onam  apo ettanum pillerum angu edukua,Positive
2115, Cinema odiyan pole hit aavatte ennu ashamsikkunnu,Positive
2116,Pokkiriraja verum trailer mathram.... Picture abhi be bakki he Bhai.... Ini rajayyde varavanu.... Orungi irunno....,Negative
2117, padam 2 thavana already kandavar aarelum undoo,Neutral
2118, ithu kalakkum adi makkale like ee rajayude pillar strong kaanich kodukk....,Neutral
2119, Enikk oru 10 like taroo plz,Neutral
2120, Laalettan fan aaan.. ennaalum ee padam Oru vijayam aakanam enn agrahikkunnavar like adiche,Neutral
2121, Ikkayude adya 100cr padamakum ithennu urappullavar like adi,Positive
2122,mind blowing ikkaaaa....,Positive
2123, enthu myru dailogado ikkayude ketitile athu pole para mo e.,Negative
2124, Reapettt mode..on...!!. Enne ividenn arenkhillum onn  kondopoko...????,Positive
2125, Suraj Chetan kunjunni maashinte athe cut und.....valare nalla character chetaa,Positive
2126, 1:34 il Prithviraj ine kandavar like adikku...,Neutral
2127, Anganey avasaanam malayalathilum oru vedikkettu trailer irangi,Positive
2128, 2.7 k dislikes irangunnadinu munne thanne vannalloooo,Negative
2129, gopi anna polichu bgm BIG B ku shesham  veendum kidu,Positive
2130, Onnil kuduthal kandavar like cheyyu ivide,Neutral
2131, Suraj Ettan nn kuruch koodi screen time kodukayirinu... Prithiviraj de direction reference kaliki  Overall pwoli padam,Positive
2132,Mmade Arsha  Arsha as Devi  keri pwolikk mwuthe 🤩,Positive
2133, Releasinte aan thanne pokum ennu   Urappullavar adi like,Neutral
2134, MADHURA pazhaya kochiyallennari \r yaam..pakshe RAJA pazhaya RAJA\r tanneaa.,Neutral
2135, Padam vere level aaavum.... Mammulaaaal fanz,Positive
2136, Endhokke aayirunnu malapuram kathi.kozhikode aluva,Negative
2137, Trissur pooram mathramalla nalla  terror gundayisom ulla naadanu trissur ennu arkelum ariyo?,Neutral
2138, Ikkante trailerlum polichu. lalettante trailer polichu.we vacation adipoliyayirikum.,Positive
2139, Mmk ikkem ettananum ore level aannnu ath vere level,Neutral
2140, movie kk fuljar soda nte taste,Neutral
2141, Naanundu I am a katta laalettan fan,Neutral
2142, Aa traileril Nakul Thampiye shradhichath njn maathram aano ???  Mammookka ingal muthaan.Kann edukaane pattunnillaa.... #Mammukka ishttam,Positive
2143, Padam kanan pokunnathinu munp onnukoode trailer kanan vannath aarokke,Neutral
2144, Uff.....aa last scenile look oru rakshim illatta....pwoli,Positive
2145, Maraykkarum mamangavum oru pole kaathirikkunnavar like,Neutral
2146, Njangalude muthanu  ingalu laletta..... Lub u Etta......,Positive
2147, Mammookka  unni mukundan  achuthan,Neutral
2148, Nte ikkaa ethu kandittum kandittum mathiyavunnilllaaaaaa Polichu ikkkaaaaaaaaaaaa,Positive
2149, Keralathil kingum devilum godum ellam ettananu ..this is mohanlalwood,Positive
2150,Pokirirajayil ninnum nala story ulla padamaanu ennu thonnunu.,Positive
2151, Search cheithit trailer kittunnilla inna kittiyathe,Neutral
2152,Ellavrum head set upayogichu kelk,Positive
2153, Trailer Releasinu munne 6k dislike itta ella punnara malarukalkum nadu viral namaskaram.... Chettakale,Negative
2154, Lastilathe punch kaanan mathram veendum vannavarundel chummathonnu njekkiyechum poike,Positive
2155, japan ne kali aakan maathram nammal aayitilla suraj ettaa :/,Neutral
2156, Prithwiraj pwoli iniyum prithwirajinte ithupolathe adipoli mass padangal irangatte,Positive
2157,50 cr manakkunnu....kerum urapp ullavar like adi....,Neutral
2158, padam kanditt ivida vannavar aarokke ??,Neutral
2159, Trailer igananekiiii padam eganarikumennn onnalochich nokiyyeeee Romanchammm varunnnuuu Maranamass ettan,Positive
2160,Ayyo ente Idivett Sugunan evde??,Neutral
2161, Ennem koode kootumooo nannayi abhinayikkam,Neutral
2162,Itha pattacharayam pidikan varunnu.. Avan Madhura raja.. pazheya Gund kadha thanne scene mariyapol inganoke ayi,Negative
2163, ande ponno kili poi trailer kanditt,Positive
2164,Ha.. Ha..  Ha...  Anghane adhum hudaaa huva,Negative
2165, Oru bhanndhavum illatha thani malayalam trailerukale polichichadukkiya trailer.,Positive
2166, MATHUKUTTY XAVIER 🥰 POLIYEEE....ANCHAL SET AAYEEEE,Neutral
2167, Dis like adikkan kure myranmar vannolum,Negative
2168, Lucifer fans hit like ഏട്ടൻ ഇഷ്ടം,Neutral
2169, Ikka ingale nammude chunkane........Love You Ikkkaaa,Positive
2170, Ithinum dislike adikkunnavar enth kanditta enne ariyilla..,Negative
2171, lalettan screen presence 100 percent in trailer. Lalettan politics and actionil thakarkkum ennullavar like adi........,Positive
2172, Lalettan polikkum. Raju ettanum lalattan ishttam marikkunna vare chunk ayi kondu nadakkunum ente lalattan ne,Positive
2173, രോമാഞ്ചം     ഇതാണ്  real megastar ilove mammukka,Positive
2174, Full pulimurugan cast🤩🤩🤩ith polikm muruga nee theerneda,Positive
2175,Lucifer trailer pottikan ayo nammude mamangm,Neutral
2176, Trailor kand 8 nilayil pottum enn thonunnu mumbathe pole tholvigal vaari kootan thudangunnu,Negative
2177, Mammukka Yee ishatam ullavar undeggil oru like adichu,Neutral
2178, Aa kannukal mathram mathi a character depth mansilkan laletta.....,Positive
2179, Ente ponnnoooooooooooo oru rekshsyum illaaaaaa....kidu trailer......,Positive
2180, Sambhasham ..entho oru kuzhappam polae ...padam poliyum ennu enikku thonunnu,Negative
2181, Mr. Pritviraj ithaano simple cinema???? Ente romam ippozhum eneettu nilkkuva,Positive
2182, Entammoo... Serikum romancham. Lalettaaa,Positive
2183, Ijadhi Powli Trailer  Mammookka Katta Kiduve  BGM Vere Level,Positive
2184,Ithokka Malayalam cinemayk maathram avakashapedan pattunna cinemakal aan,Positive
2185, Eee trailer 3M+adikoon ullavr evidae like,Neutral
2186, Onnum parayanilla. Vere leval movie ayirikkum,Positive
2187, Padam mosham akanamennu agrahichittavum padam trailer eraghum mumbe,Negative
2188, Jayasuryakum mass movie chakochan ennavo inji,Positive
2189, 1:34 il backil nilkunath prithviraj anennu toniyath eneke matram ano,Neutral
2190, Ennalum ittimanide Chinese link endonnavum 🤔🤔🤔 Arkkengilum ariyamo ??,Neutral
2191, Ithihasa nadanmaril ninnu ithu polathe movies aanu pratheekshikunnathu,Positive
2192, Etu lucifere polichu adukum...... Raja return daa.....,Positive
2193, Vamban hope chaidu vannadellam potti polijatte olle,Negative
2194, Nte ponno oru rakshayum illatta makinggg......polichu....MAMMOOKKAA,Positive
2195,Ente prthvirajee kettipidich oru ummma thannaoteee chakkarereeee,Positive
2196, Mammookkka ningal mwuth aaann,Positive
2197,Still trending #1 inn vaykeet 7 nn ee trending karikku piller edukko  🤩,Neutral
2198, prachitehlan uffff.......................songil kandu kaliyakkiyavarkokke yulla marupadiyayirikkunnu ee trailer,Neutral
2199, 2.k dislikes. Nthonadey nallathine nallath enn parayanam. Kayakulam kochuniye kall Kollam,Negative
